x,y
2.4,-3.665468789467728
2.41,-3.503159844509519
2.42,-3.227566503817138
2.43,-2.869854248987747
2.44,-2.4610613645518917
2.45,-2.0287400534703988
2.46,-1.5943780921191744
2.47,-1.171856434405532
2.48,-0.7670702920499028
2.49,-0.37870213987325185
2.5,-1.0779367755043063e-14
2.5100000000000002,0.37870213987328616
2.52,0.7670702920498835
2.5300000000000002,1.1718564344055213
2.54,1.5943780921191701
2.5500000000000003,2.0287400534704148
2.56,2.4610613645518864
2.57,2.869854248987747
2.58,3.227566503817143
2.59,3.50315984450949
2.6,3.66546878946774
2.61,3.6869821482613
2.62,3.5476236621344066
2.63,3.23808774491354
2.64,2.762313875993631
2.65,2.1387572757129147
2.66,1.4002274091949716
2.67,0.5922086823558774
2.68,-0.2302647620495477
2.69,-1.0069519846775252
2.7,-1.6775990443005293
2.71,-2.1875104170525033
2.72,-2.49296271700164
2.73,-2.5659152367253406
2.74,-2.397516226956252
2.75,-2.0000000000000195
2.7600000000000002,-1.4067098382243433
2.77,-0.6701527407744661
2.7800000000000002,0.1418217078317756
2.79,0.951442439552709
2.8000000000000003,1.6775990443005357
2.81,2.2430199621773315
2.82,2.5814057712194174
2.83,2.6438592951439386
2.84,2.4039986559856494
2.85,1.8612427242871004
2.86,1.0419121891870016
2.87,-0.002019767413733664
2.88,-1.1964826529645038
2.89,-2.450914170761509
2.9,-3.6654687894677203
2.91,-4.739227822009299
2.92,-5.578707512987013
2.93,-6.105922226487545
2.94,-6.265287429732503
2.95,-6.0287400534704
2.96,-5.398604157299778
2.97,-4.407924411905315
2.98,-3.1182113012198025
2.99,-1.6147701173730704
3,-3.331534478190071e-14
3.0100000000000002,1.6147701173731162
3.02,3.1182113012197687
3.0300000000000002,4.4079244119053484
3.04,5.398604157299759
3.0500000000000003,6.028740053470414
3.06,6.265287429732502
3.0700000000000003,6.105922226487538
3.08,5.57870751298703
3.09,4.739227822009321
3.1,3.6654687894677473
3.11,2.4509141707615387
3.12,1.1964826529645327
3.13,0.0020197674137600874
3.14,-1.0419121891869798
3.15,-1.8612427242870844
3.16,-2.4039986559856397
3.17,-2.6438592951439364
3.18,-2.5814057712194223
3.19,-2.243019962177342
3.2,-1.6775990443005226
3.21,-0.9514424395527273
3.22,-0.14182170783175407
3.23,0.6701527407744481
3.24,1.4067098382243635
3.25,2.000000000000008
3.2600000000000002,2.397516226956264
3.27,2.5659152367253397
3.2800000000000002,2.4929627170016397
3.29,2.187510417052512
3.3000000000000003,1.6775990443005147
3.31,1.0069519846775425
3.3200000000000003,0.23026476204952684
3.33,-0.5922086823558586
3.34,-1.4002274091949527
3.35,-2.1387572757128983
3.36,-2.762313875993618
3.37,-3.238087744913531
3.38,-3.5476236621344017
3.39,-3.686982148261299
3.4,-3.665468789467742
3.41,-3.5031598445094954
3.42,-3.2275665038171506
3.43,-2.8698542489877568
3.44,-2.4610613645518953
3.45,-2.0287400534704005
3.46,-1.5943780921191626
3.47,-1.1718564344055253
3.48,-0.7670702920498929
3.49,-0.3787021398732945
3.5,1.9619108011821193e-15
3.5100000000000002,0.3787021398732989
3.52,0.7670702920498933
3.5300000000000002,1.1718564344055502
3.54,1.5943780921191466
3.5500000000000003,2.028740053470413
3.56,2.461061364551888
3.5700000000000003,2.869854248987755
3.58,3.2275665038171297
3.59,3.5031598445095034
3.6,3.665468789467725
3.61,3.686982148261314
3.62,3.5476236621344195
3.63,3.2380877449135332
3.64,2.7623138759936374
3.65,2.138757275712917
3.66,1.40022740919497
3.67,0.5922086823558728
3.68,-0.23026476204953306
3.69,-1.0069519846775359
3.7,-1.6775990443005129
3.71,-2.1875104170525144
3.72,-2.4929627170016513
3.73,-2.565915236725332
3.74,-2.3975162269562573
3.75,-2.0000000000000218
3.7600000000000002,-1.4067098382243415
3.77,-0.670152740774461
3.7800000000000002,0.14182170783176073
3.79,0.9514424395527192
3.8000000000000003,1.677599044300519
3.81,2.243019962177316
3.8200000000000003,2.5814057712194347
3.83,2.6438592951439306
3.84,2.4039986559856548
3.85,1.8612427242871032
3.86,1.0419121891870098
3.87,-0.002019767413737439
3.88,-1.1964826529644874
3.89,-2.4509141707615183
3.9,-3.6654687894677016
3.91,-4.739227822009282
3.92,-5.578707512987022
3.93,-6.105922226487536
3.94,-6.265287429732507
3.95,-6.0287400534704005
3.96,-5.398604157299786
3.97,-4.407924411905311
3.98,-3.1182113012198194
3.99,-1.614770117373063
4,-2.547265342226495e-14
4.01,1.6147701173730138
4.0200000000000005,3.1182113012198487
4.03,4.407924411905336
4.04,5.39860415729976
4.05,6.028740053470388
4.0600000000000005,6.265287429732497
4.07,6.105922226487531
4.08,5.578707512987021
4.09,4.739227822009312
4.1,3.6654687894677966
4.11,2.450914170761493
4.12,1.1964826529645494
4.13,0.0020197674137563126
4.14,-1.0419121891869292
4.15,-1.8612427242871206
4.16,-2.4039986559856428
4.17,-2.643859295143944
4.18,-2.5814057712194183
4.19,-2.243019962177311
4.2,-1.6775990443005109
4.21,-0.9514424395527441
4.22,-0.14182170783180958
4.23,0.6701527407744934
4.24,1.406709838224365
4.25,2.0000000000000058
4.26,2.3975162269562484
4.2700000000000005,2.5659152367253544
4.28,2.492962717001629
4.29,2.1875104170525006
4.3,1.6775990443005315
4.3100000000000005,1.0069519846775241
4.32,0.2302647620495415
4.33,-0.5922086823558637
4.34,-1.4002274091949543
4.3500000000000005,-2.138757275712895
4.36,-2.7623138759936534
4.37,-3.2380877449135377
4.38,-3.547623662134389
4.39,-3.686982148261275
4.4,-3.66546878946773
4.41,-3.5031598445095105
4.42,-3.2275665038171635
4.43,-2.8698542489877834
4.44,-2.4610613645518713
4.45,-2.0287400534704023
4.46,-1.5943780921191602
4.47,-1.1718564344055469
4.48,-0.7670702920498547
4.49,-0.3787021398733095
4.5,-1.371852007299671e-14
4.51,0.3787021398732827
4.5200000000000005,0.7670702920499317
4.53,1.1718564344055573
4.54,1.5943780921191402
4.55,2.0287400534703863
4.5600000000000005,2.4610613645518917
4.57,2.869854248987745
4.58,3.227566503817118
4.59,3.5031598445095162
4.6000000000000005,3.6654687894677376
4.61,3.686982148261291
4.62,3.5476236621344084
4.63,3.2380877449135266
4.64,2.7623138759936774
4.65,2.1387572757128805
4.66,1.4002274091949771
4.67,0.5922086823558841
4.68,-0.23026476204947843
4.69,-1.0069519846775816
4.7,-1.6775990443005246
4.71,-2.1875104170524997
4.72,-2.4929627170016335
4.73,-2.5659152367253175
4.74,-2.397516226956263
4.75,-2.0000000000000235
4.76,-1.4067098382243843
4.7700000000000005,-0.6701527407744323
4.78,0.1418217078317463
4.79,0.9514424395527296
4.8,1.6775990443005022
4.8100000000000005,2.243019962177347
4.82,2.581405771219422
4.83,2.6438592951439217
4.84,2.403998655985661
4.8500000000000005,1.861242724287106
4.86,1.041912189186958
4.87,-0.0020197674137247823
4.88,-1.1964826529644712
4.89,-2.450914170761463
4.9,-3.66546878946777
4.91,-4.7392278220092905
4.92,-5.578707512987007
4.93,-6.105922226487509
4.94,-6.265287429732507
4.95,-6.028740053470403
4.96,-5.3986041572997845
4.97,-4.407924411905385
4.98,-3.1182113012197616
4.99,-1.6147701173730558
